paths,client,split,label
COVID-1262.png,site-1,train,1
COVID-1832.png,site-1,train,1
COVID-1111.png,site-1,train,1
COVID-615.png,site-1,train,1
COVID-3605.png,site-1,train,1
COVID-1016.png,site-1,train,1
COVID-517.png,site-1,train,1
COVID-2674.png,site-1,train,1
COVID-2643.png,site-1,train,1
COVID-1079.png,site-1,train,1
COVID-787.png,site-1,train,1
COVID-662.png,site-1,train,1
COVID-1284.png,site-1,train,1
COVID-2922.png,site-1,train,1
COVID-1378.png,site-1,train,1
COVID-2537.png,site-1,train,1
COVID-2407.png,site-1,train,1
COVID-841.png,site-1,train,1
COVID-2156.png,site-1,train,1
COVID-1439.png,site-1,train,1
COVID-2631.png,site-1,train,1
COVID-420.png,site-1,train,1
COVID-3033.png,site-1,train,1
COVID-1431.png,site-1,train,1
COVID-328.png,site-1,train,1
COVID-91.png,site-1,train,1
COVID-3166.png,site-1,train,1
COVID-2063.png,site-1,train,1
COVID-1334.png,site-1,train,1
COVID-3444.png,site-1,train,1
COVID-2739.png,site-1,train,1
COVID-2830.png,site-1,train,1
COVID-1428.png,site-1,train,1
COVID-564.png,site-1,train,1
COVID-719.png,site-1,train,1
COVID-315.png,site-1,train,1
COVID-1705.png,site-1,train,1
COVID-1249.png,site-1,train,1
COVID-3359.png,site-1,train,1
COVID-3530.png,site-1,train,1
COVID-1357.png,site-1,train,1
COVID-2405.png,site-1,train,1
COVID-840.png,site-1,train,1
COVID-1683.png,site-1,train,1
COVID-967.png,site-1,train,1
COVID-3570.png,site-1,train,1
COVID-1448.png,site-1,train,1
COVID-465.png,site-1,train,1
COVID-2964.png,site-1,train,1
COVID-3507.png,site-1,train,1
COVID-371.png,site-1,train,1
COVID-3246.png,site-1,train,1
COVID-2809.png,site-1,train,1
COVID-2446.png,site-1,train,1
COVID-25.png,site-1,train,1
COVID-805.png,site-1,train,1
COVID-1068.png,site-1,train,1
COVID-931.png,site-1,train,1
COVID-2699.png,site-1,train,1
COVID-1402.png,site-1,train,1
COVID-178.png,site-1,train,1
COVID-502.png,site-1,train,1
COVID-3466.png,site-1,train,1
COVID-1826.png,site-1,train,1
COVID-2357.png,site-1,train,1
COVID-3515.png,site-1,train,1
COVID-1447.png,site-1,train,1
COVID-335.png,site-1,train,1
COVID-2139.png,site-1,train,1
COVID-1631.png,site-1,train,1
COVID-3398.png,site-1,train,1
COVID-3446.png,site-1,train,1
COVID-1229.png,site-1,train,1
COVID-2542.png,site-1,train,1
COVID-2223.png,site-1,train,1
COVID-259.png,site-1,train,1
COVID-480.png,site-1,train,1
COVID-1377.png,site-1,train,1
COVID-1161.png,site-1,train,1
COVID-1202.png,site-1,train,1
COVID-3235.png,site-1,train,1
COVID-1453.png,site-1,train,1
COVID-899.png,site-1,train,1
COVID-2171.png,site-1,train,1
COVID-1952.png,site-1,train,1
COVID-272.png,site-1,train,1
COVID-2064.png,site-1,train,1
COVID-3397.png,site-1,train,1
COVID-1557.png,site-1,train,1
COVID-205.png,site-1,train,1
COVID-1834.png,site-1,train,1
COVID-141.png,site-1,train,1
COVID-2799.png,site-1,train,1
COVID-1326.png,site-1,train,1
COVID-3136.png,site-1,train,1
COVID-624.png,site-1,train,1
COVID-1199.png,site-1,train,1
COVID-2677.png,site-1,train,1
COVID-2324.png,site-1,train,1
COVID-3591.png,site-1,train,1
COVID-348.png,site-1,train,1
COVID-804.png,site-1,train,1
COVID-428.png,site-1,train,1
COVID-2882.png,site-1,train,1
COVID-1300.png,site-1,train,1
COVID-3380.png,site-1,train,1
COVID-498.png,site-1,train,1
COVID-1563.png,site-1,train,1
COVID-2295.png,site-1,train,1
COVID-398.png,site-1,train,1
COVID-2908.png,site-1,train,1
COVID-168.png,site-1,train,1
COVID-2757.png,site-1,train,1
COVID-3150.png,site-1,train,1
COVID-2472.png,site-1,train,1
COVID-973.png,site-1,train,1
COVID-1508.png,site-1,train,1
COVID-3394.png,site-1,train,1
COVID-516.png,site-1,train,1
COVID-561.png,site-1,train,1
COVID-2072.png,site-1,train,1
COVID-1770.png,site-1,train,1
COVID-1221.png,site-1,train,1
COVID-2863.png,site-1,train,1
COVID-815.png,site-1,train,1
COVID-3004.png,site-1,train,1
COVID-722.png,site-1,train,1
COVID-3399.png,site-1,train,1
COVID-2368.png,site-1,train,1
COVID-247.png,site-1,train,1
COVID-3131.png,site-1,train,1
COVID-1157.png,site-1,train,1
COVID-487.png,site-1,train,1
COVID-661.png,site-1,train,1
COVID-2462.png,site-1,train,1
COVID-801.png,site-1,train,1
COVID-3234.png,site-1,train,1
COVID-2874.png,site-1,train,1
COVID-251.png,site-1,train,1
COVID-513.png,site-1,train,1
COVID-3598.png,site-1,train,1
COVID-1863.png,site-1,train,1
COVID-638.png,site-1,train,1
COVID-1196.png,site-1,train,1
COVID-1364.png,site-1,train,1
COVID-2363.png,site-1,train,1
COVID-2089.png,site-1,train,1
COVID-171.png,site-1,train,1
COVID-1652.png,site-1,train,1
COVID-2095.png,site-1,train,1
COVID-2320.png,site-1,train,1
COVID-3358.png,site-1,train,1
COVID-2724.png,site-1,train,1
COVID-2026.png,site-1,train,1
COVID-956.png,site-1,train,1
COVID-2583.png,site-1,train,1
COVID-2140.png,site-1,train,1
COVID-673.png,site-1,train,1
COVID-588.png,site-1,train,1
COVID-2741.png,site-1,train,1
COVID-2557.png,site-1,train,1
COVID-2883.png,site-1,train,1
COVID-15.png,site-1,train,1
COVID-914.png,site-1,train,1
COVID-1206.png,site-1,train,1
COVID-2572.png,site-1,train,1
COVID-1036.png,site-1,train,1
COVID-458.png,site-1,train,1
COVID-3201.png,site-1,train,1
COVID-2083.png,site-1,train,1
COVID-344.png,site-1,train,1
COVID-3313.png,site-1,train,1
COVID-2660.png,site-1,train,1
COVID-505.png,site-1,train,1
COVID-1123.png,site-1,train,1
COVID-312.png,site-1,train,1
COVID-712.png,site-1,train,1
COVID-2969.png,site-1,train,1
COVID-2217.png,site-1,train,1
COVID-862.png,site-1,train,1
COVID-364.png,site-1,train,1
COVID-2005.png,site-1,train,1
COVID-1159.png,site-1,train,1
COVID-557.png,site-1,train,1
COVID-3509.png,site-1,train,1
COVID-1463.png,site-1,train,1
COVID-2256.png,site-1,train,1
COVID-1154.png,site-1,train,1
COVID-794.png,site-1,train,1
COVID-2508.png,site-1,train,1
COVID-1975.png,site-1,train,1
COVID-3478.png,site-1,train,1
COVID-1805.png,site-1,train,1
COVID-587.png,site-1,train,1
COVID-2259.png,site-1,train,1
COVID-3475.png,site-1,train,1
COVID-736.png,site-1,train,1
COVID-189.png,site-1,train,1
COVID-40.png,site-1,train,1
COVID-2837.png,site-1,train,1
COVID-2897.png,site-1,train,1
COVID-799.png,site-1,train,1
COVID-2154.png,site-1,train,1
COVID-2466.png,site-1,train,1
COVID-1019.png,site-1,train,1
COVID-2374.png,site-1,train,1
COVID-265.png,site-1,train,1
COVID-3464.png,site-1,train,1
COVID-646.png,site-1,train,1
COVID-1238.png,site-1,train,1
COVID-3467.png,site-1,train,1
COVID-2092.png,site-1,train,1
COVID-2051.png,site-1,train,1
COVID-1539.png,site-1,train,1
COVID-955.png,site-1,train,1
COVID-563.png,site-1,train,1
COVID-172.png,site-1,train,1
COVID-1576.png,site-1,train,1
COVID-2269.png,site-1,train,1
COVID-546.png,site-1,train,1
COVID-1559.png,site-1,train,1
COVID-1747.png,site-1,train,1
COVID-3245.png,site-1,train,1
COVID-93.png,site-1,train,1
COVID-1318.png,site-1,train,1
COVID-786.png,site-1,train,1
COVID-1824.png,site-1,train,1
COVID-1415.png,site-1,train,1
COVID-3442.png,site-1,train,1
COVID-838.png,site-1,train,1
COVID-3556.png,site-1,train,1
COVID-3119.png,site-1,train,1
COVID-1451.png,site-1,train,1
COVID-3569.png,site-1,train,1
COVID-2180.png,site-1,train,1
COVID-2860.png,site-1,train,1
COVID-2811.png,site-1,train,1
COVID-3504.png,site-1,train,1
COVID-378.png,site-1,train,1
COVID-1794.png,site-1,train,1
COVID-2641.png,site-1,train,1
COVID-746.png,site-1,train,1
COVID-2789.png,site-1,train,1
COVID-735.png,site-1,train,1
COVID-2598.png,site-1,train,1
COVID-1931.png,site-1,train,1
COVID-2678.png,site-1,train,1
COVID-2909.png,site-1,train,1
COVID-2729.png,site-1,train,1
COVID-1765.png,site-1,train,1
COVID-1961.png,site-1,train,1
COVID-3104.png,site-1,train,1
COVID-2617.png,site-1,train,1
COVID-1784.png,site-1,train,1
COVID-232.png,site-1,train,1
COVID-573.png,site-1,train,1
COVID-3137.png,site-1,train,1
COVID-454.png,site-1,train,1
COVID-486.png,site-1,train,1
COVID-1304.png,site-1,train,1
COVID-424.png,site-1,train,1
COVID-609.png,site-1,train,1
COVID-3369.png,site-1,train,1
COVID-2470.png,site-1,train,1
COVID-1634.png,site-1,train,1
COVID-1273.png,site-1,train,1
COVID-481.png,site-1,train,1
COVID-2626.png,site-1,train,1
COVID-3251.png,site-1,train,1
COVID-3579.png,site-1,train,1
COVID-993.png,site-1,train,1
COVID-950.png,site-1,train,1
COVID-2932.png,site-1,train,1
COVID-423.png,site-1,train,1
COVID-217.png,site-1,train,1
COVID-3259.png,site-1,train,1
COVID-1558.png,site-1,train,1
COVID-2392.png,site-1,train,1
COVID-2496.png,site-1,train,1
COVID-2731.png,site-1,train,1
COVID-1418.png,site-1,train,1
COVID-1768.png,site-1,train,1
COVID-355.png,site-1,train,1
COVID-747.png,site-1,train,1
COVID-1887.png,site-1,train,1
COVID-1243.png,site-1,train,1
COVID-1210.png,site-1,train,1
COVID-941.png,site-1,train,1
COVID-865.png,site-1,train,1
COVID-1057.png,site-1,train,1
COVID-2284.png,site-1,train,1
COVID-2046.png,site-1,train,1
COVID-1945.png,site-1,train,1
COVID-2298.png,site-1,train,1
COVID-2747.png,site-1,train,1
COVID-2981.png,site-1,train,1
COVID-3345.png,site-1,train,1
COVID-3091.png,site-1,train,1
COVID-3315.png,site-1,train,1
COVID-566.png,site-1,train,1
COVID-185.png,site-1,train,1
COVID-935.png,site-1,train,1
COVID-3020.png,site-1,train,1
COVID-1239.png,site-1,train,1
COVID-2378.png,site-1,train,1
COVID-3518.png,site-1,train,1
COVID-2206.png,site-1,train,1
COVID-1329.png,site-1,train,1
COVID-1468.png,site-1,train,1
COVID-675.png,site-1,train,1
COVID-190.png,site-1,train,1
COVID-2881.png,site-1,train,1
COVID-3122.png,site-1,train,1
COVID-2260.png,site-1,train,1
COVID-261.png,site-1,train,1
COVID-2940.png,site-1,train,1
COVID-2899.png,site-1,train,1
COVID-3285.png,site-1,train,1
COVID-977.png,site-1,train,1
COVID-2792.png,site-1,train,1
COVID-1301.png,site-1,train,1
COVID-2251.png,site-1,train,1
COVID-634.png,site-1,train,1
COVID-978.png,site-1,train,1
COVID-1020.png,site-1,train,1
COVID-55.png,site-1,train,1
COVID-1812.png,site-1,train,1
COVID-1183.png,site-1,train,1
COVID-2002.png,site-1,train,1
COVID-3274.png,site-1,train,1
COVID-550.png,site-1,train,1
COVID-2541.png,site-1,train,1
COVID-2313.png,site-1,train,1
COVID-363.png,site-1,train,1
COVID-1341.png,site-1,train,1
COVID-2828.png,site-1,train,1
COVID-1868.png,site-1,train,1
COVID-806.png,site-1,train,1
COVID-2011.png,site-1,train,1
COVID-1807.png,site-1,train,1
COVID-1386.png,site-1,train,1
COVID-1298.png,site-1,train,1
COVID-1403.png,site-1,train,1
COVID-860.png,site-1,train,1
COVID-1669.png,site-1,train,1
COVID-2032.png,site-1,train,1
COVID-489.png,site-1,train,1
COVID-1828.png,site-1,train,1
COVID-393.png,site-1,train,1
COVID-2568.png,site-1,train,1
COVID-3338.png,site-1,train,1
COVID-444.png,site-1,train,1
COVID-1522.png,site-1,train,1
COVID-1985.png,site-1,train,1
COVID-3070.png,site-1,train,1
COVID-2226.png,site-1,train,1
COVID-905.png,site-1,train,1
COVID-3521.png,site-1,train,1
COVID-2506.png,site-1,train,1
COVID-3306.png,site-1,train,1
COVID-320.png,site-1,train,1
COVID-753.png,site-1,train,1
COVID-3162.png,site-1,train,1
COVID-313.png,site-1,train,1
COVID-3040.png,site-1,train,1
COVID-1875.png,site-1,train,1
COVID-1835.png,site-1,train,1
COVID-2552.png,site-1,train,1
COVID-1928.png,site-1,train,1
COVID-1461.png,site-1,train,1
COVID-146.png,site-1,train,1
COVID-3417.png,site-1,train,1
COVID-2074.png,site-1,train,1
COVID-389.png,site-1,train,1
COVID-250.png,site-1,train,1
COVID-48.png,site-1,train,1
COVID-3236.png,site-1,train,1
COVID-358.png,site-1,train,1
COVID-1063.png,site-1,train,1
COVID-1999.png,site-1,train,1
COVID-3194.png,site-1,train,1
COVID-2.png,site-1,train,1
COVID-136.png,site-1,train,1
COVID-1178.png,site-1,train,1
COVID-3340.png,site-1,train,1
COVID-1663.png,site-1,train,1
COVID-3354.png,site-1,train,1
COVID-937.png,site-1,train,1
COVID-2776.png,site-1,train,1
COVID-608.png,site-1,train,1
COVID-403.png,site-1,train,1
COVID-2061.png,site-1,train,1
COVID-2520.png,site-1,train,1
COVID-2340.png,site-1,train,1
COVID-290.png,site-1,train,1
COVID-1101.png,site-1,train,1
COVID-1790.png,site-1,train,1
COVID-1062.png,site-1,train,1
COVID-1976.png,site-1,train,1
COVID-1839.png,site-1,train,1
COVID-1175.png,site-1,train,1
COVID-3282.png,site-1,train,1
COVID-3130.png,site-1,train,1
COVID-1937.png,site-1,train,1
COVID-3048.png,site-1,train,1
COVID-2364.png,site-1,train,1
COVID-2166.png,site-1,train,1
COVID-754.png,site-1,train,1
COVID-1981.png,site-1,train,1
COVID-2287.png,site-1,train,1
COVID-1226.png,site-1,train,1
COVID-11.png,site-1,train,1
COVID-1352.png,site-1,train,1
COVID-2671.png,site-1,train,1
COVID-836.png,site-1,train,1
COVID-1339.png,site-1,train,1
COVID-2408.png,site-1,train,1
COVID-1728.png,site-1,train,1
COVID-2535.png,site-1,train,1
COVID-2954.png,site-1,train,1
COVID-164.png,site-1,train,1
COVID-1266.png,site-1,train,1
COVID-159.png,site-1,train,1
COVID-538.png,site-1,train,1
COVID-1114.png,site-1,train,1
COVID-785.png,site-1,train,1
COVID-2606.png,site-1,train,1
COVID-2039.png,site-1,train,1
COVID-975.png,site-1,train,1
COVID-79.png,site-1,train,1
COVID-3513.png,site-1,train,1
COVID-50.png,site-1,train,1
COVID-1355.png,site-1,train,1
COVID-2190.png,site-1,train,1
COVID-3254.png,site-1,train,1
COVID-2854.png,site-1,train,1
COVID-3083.png,site-1,train,1
COVID-271.png,site-1,train,1
COVID-467.png,site-1,train,1
COVID-2588.png,site-1,train,1
COVID-1934.png,site-1,train,1
COVID-262.png,site-1,train,1
COVID-3089.png,site-1,train,1
COVID-1140.png,site-1,train,1
COVID-41.png,site-1,train,1
COVID-255.png,site-1,train,1
COVID-2817.png,site-1,train,1
COVID-572.png,site-1,train,1
COVID-468.png,site-1,train,1
COVID-2627.png,site-1,train,1
COVID-2689.png,site-1,train,1
COVID-239.png,site-1,train,1
COVID-1201.png,site-1,train,1
COVID-665.png,site-1,train,1
COVID-1184.png,site-1,train,1
COVID-992.png,site-1,train,1
COVID-1821.png,site-1,train,1
COVID-1193.png,site-1,train,1
COVID-512.png,site-1,train,1
COVID-1348.png,site-1,train,1
COVID-1103.png,site-1,train,1
COVID-2691.png,site-1,train,1
COVID-96.png,site-1,train,1
COVID-2687.png,site-1,train,1
COVID-221.png,site-1,train,1
COVID-2182.png,site-1,train,1
COVID-556.png,site-1,train,1
COVID-776.png,site-1,train,1
COVID-2569.png,site-1,train,1
COVID-1795.png,site-1,train,1
COVID-1930.png,site-1,train,1
COVID-3425.png,site-1,train,1
COVID-954.png,site-1,train,1
COVID-2145.png,site-1,train,1
COVID-971.png,site-1,train,1
COVID-2000.png,site-1,train,1
COVID-1323.png,site-1,train,1
COVID-576.png,site-1,train,1
COVID-1169.png,site-1,train,1
COVID-1909.png,site-1,train,1
COVID-1582.png,site-1,train,1
COVID-2120.png,site-1,train,1
COVID-1766.png,site-1,train,1
COVID-1745.png,site-1,train,1
COVID-3100.png,site-1,train,1
COVID-3528.png,site-1,train,1
COVID-813.png,site-1,train,1
COVID-1483.png,site-1,train,1
COVID-2391.png,site-1,train,1
COVID-3470.png,site-1,train,1
COVID-1680.png,site-1,train,1
COVID-195.png,site-1,train,1
COVID-2736.png,site-1,train,1
COVID-2498.png,site-1,train,1
COVID-2543.png,site-1,train,1
COVID-1621.png,site-1,train,1
COVID-3323.png,site-1,train,1
COVID-1806.png,site-1,train,1
COVID-2482.png,site-1,train,1
COVID-2045.png,site-1,train,1
COVID-721.png,site-1,train,1
COVID-582.png,site-1,train,1
COVID-2054.png,site-1,train,1
COVID-2023.png,site-1,train,1
COVID-911.png,site-1,train,1
COVID-3244.png,site-1,train,1
COVID-1661.png,site-1,train,1
COVID-3372.png,site-1,train,1
COVID-264.png,site-1,train,1
COVID-698.png,site-1,train,1
COVID-1319.png,site-1,train,1
COVID-886.png,site-1,train,1
COVID-885.png,site-1,train,1
COVID-2127.png,site-1,train,1
COVID-532.png,site-1,train,1
COVID-2369.png,site-1,train,1
COVID-1963.png,site-1,train,1
COVID-1537.png,site-1,train,1
COVID-3113.png,site-1,train,1
COVID-2575.png,site-1,train,1
COVID-2665.png,site-1,train,1
COVID-2291.png,site-1,train,1
COVID-316.png,site-1,train,1
COVID-436.png,site-1,train,1
COVID-1500.png,site-1,train,1
COVID-960.png,site-1,train,1
COVID-901.png,site-1,train,1
COVID-1150.png,site-1,train,1
COVID-3180.png,site-1,train,1
COVID-2857.png,site-1,train,1
COVID-2179.png,site-1,train,1
COVID-1307.png,site-1,train,1
COVID-2233.png,site-1,train,1
COVID-2515.png,site-1,train,1
COVID-798.png,site-1,train,1
COVID-2030.png,site-1,train,1
COVID-2704.png,site-1,train,1
COVID-3186.png,site-1,train,1
COVID-1769.png,site-1,train,1
COVID-3007.png,site-1,train,1
COVID-2924.png,site-1,train,1
COVID-1585.png,site-1,train,1
COVID-2361.png,site-1,train,1
COVID-3088.png,site-1,train,1
COVID-2491.png,site-1,train,1
COVID-2148.png,site-1,train,1
COVID-1720.png,site-1,train,1
COVID-727.png,site-1,train,1
COVID-3468.png,site-1,train,1
COVID-1176.png,site-1,train,1
COVID-3107.png,site-1,train,1
COVID-1099.png,site-1,train,1
COVID-2573.png,site-1,train,1
COVID-664.png,site-1,train,1
COVID-1007.png,site-1,train,1
COVID-552.png,site-1,train,1
COVID-2402.png,site-1,train,1
COVID-226.png,site-1,train,1
COVID-1960.png,site-1,train,1
COVID-2322.png,site-1,train,1
COVID-1393.png,site-1,train,1
COVID-1507.png,site-1,train,1
COVID-296.png,site-1,train,1
COVID-578.png,site-1,train,1
COVID-1640.png,site-1,train,1
COVID-396.png,site-1,train,1
COVID-3564.png,site-1,train,1
COVID-3223.png,site-1,train,1
COVID-383.png,site-1,train,1
COVID-145.png,site-1,train,1
COVID-3053.png,site-1,train,1
COVID-2762.png,site-1,train,1
COVID-3052.png,site-1,train,1
COVID-2853.png,site-1,train,1
COVID-2848.png,site-1,train,1
COVID-3253.png,site-1,train,1
COVID-1602.png,site-1,train,1
COVID-2564.png,site-1,train,1
COVID-723.png,site-1,train,1
COVID-2976.png,site-1,train,1
COVID-3200.png,site-1,train,1
COVID-1.png,site-1,train,1
COVID-1185.png,site-1,train,1
COVID-2252.png,site-1,train,1
COVID-674.png,site-1,train,1
COVID-470.png,site-1,train,1
COVID-1727.png,site-1,train,1
COVID-2755.png,site-1,train,1
COVID-1907.png,site-1,train,1
COVID-2831.png,site-1,train,1
COVID-2819.png,site-1,train,1
COVID-228.png,site-1,train,1
COVID-229.png,site-1,train,1
COVID-2299.png,site-1,train,1
COVID-3312.png,site-1,train,1
COVID-2933.png,site-1,train,1
COVID-3185.png,site-1,train,1
COVID-13.png,site-1,train,1
COVID-3449.png,site-1,train,1
COVID-441.png,site-1,train,1
COVID-2073.png,site-1,train,1
COVID-3544.png,site-1,train,1
COVID-2567.png,site-1,train,1
COVID-697.png,site-1,train,1
COVID-663.png,site-1,train,1
COVID-890.png,site-1,train,1
COVID-2849.png,site-1,train,1
COVID-3447.png,site-1,train,1
COVID-2803.png,site-1,train,1
COVID-1458.png,site-1,train,1
COVID-3366.png,site-1,train,1
COVID-1607.png,site-1,train,1
COVID-1384.png,site-1,train,1
COVID-2846.png,site-1,train,1
COVID-3337.png,site-1,train,1
COVID-2370.png,site-1,train,1
COVID-3348.png,site-1,train,1
COVID-2069.png,site-1,train,1
COVID-947.png,site-1,train,1
COVID-2098.png,site-1,train,1
COVID-2328.png,site-1,train,1
COVID-3480.png,site-1,train,1
COVID-24.png,site-1,train,1
COVID-490.png,site-1,train,1
COVID-1021.png,site-1,train,1
COVID-3434.png,site-1,train,1
COVID-1583.png,site-1,train,1
COVID-711.png,site-1,train,1
COVID-1611.png,site-1,train,1
COVID-3363.png,site-1,train,1
COVID-427.png,site-1,train,1
COVID-2367.png,site-1,train,1
COVID-2344.png,site-1,train,1
COVID-2488.png,site-1,train,1
COVID-386.png,site-1,train,1
COVID-1677.png,site-1,train,1
COVID-1406.png,site-1,train,1
COVID-1191.png,site-1,train,1
COVID-1135.png,site-1,train,1
COVID-818.png,site-1,train,1
COVID-128.png,site-1,train,1
COVID-3115.png,site-1,train,1
COVID-780.png,site-1,train,1
COVID-2906.png,site-1,train,1
COVID-3189.png,site-1,train,1
COVID-418.png,site-1,train,1
COVID-2249.png,site-1,train,1
COVID-2795.png,site-1,train,1
COVID-1148.png,site-1,train,1
COVID-3404.png,site-1,train,1
COVID-3311.png,site-1,train,1
COVID-965.png,site-1,train,1
COVID-1187.png,site-1,train,1
COVID-1211.png,site-1,train,1
COVID-2065.png,site-1,train,1
COVID-551.png,site-1,train,1
COVID-3142.png,site-1,train,1
COVID-414.png,site-1,train,1
COVID-3589.png,site-1,train,1
COVID-1530.png,site-1,train,1
COVID-1494.png,site-1,train,1
COVID-3021.png,site-1,train,1
COVID-3606.png,site-1,train,1
COVID-2380.png,site-1,train,1
COVID-820.png,site-1,train,1
COVID-2867.png,site-1,train,1
COVID-835.png,site-1,train,1
COVID-1074.png,site-1,train,1
COVID-2454.png,site-1,train,1
COVID-281.png,site-1,train,1
COVID-283.png,site-1,train,1
COVID-2130.png,site-1,train,1
COVID-298.png,site-1,train,1
COVID-1407.png,site-1,train,1
COVID-571.png,site-1,train,1
COVID-493.png,site-1,train,1
COVID-3600.png,site-1,train,1
COVID-1162.png,site-1,train,1
COVID-2528.png,site-1,train,1
COVID-2797.png,site-1,train,1
COVID-2285.png,site-1,train,1
COVID-341.png,site-1,train,1
COVID-129.png,site-1,train,1
COVID-1437.png,site-1,train,1
COVID-103.png,site-1,train,1
COVID-811.png,site-1,train,1
COVID-86.png,site-1,train,1
COVID-1771.png,site-1,train,1
COVID-2905.png,site-1,train,1
COVID-1432.png,site-1,train,1
COVID-2276.png,site-1,train,1
COVID-1091.png,site-1,train,1
COVID-3297.png,site-1,train,1
COVID-1474.png,site-1,train,1
COVID-117.png,site-1,train,1
COVID-3583.png,site-1,train,1
COVID-2664.png,site-1,train,1
COVID-257.png,site-1,train,1
COVID-580.png,site-1,train,1
COVID-318.png,site-1,train,1
COVID-2801.png,site-1,train,1
COVID-483.png,site-1,train,1
COVID-3510.png,site-1,train,1
COVID-2589.png,site-1,train,1
COVID-1538.png,site-1,train,1
COVID-2825.png,site-1,train,1
COVID-849.png,site-1,train,1
COVID-2827.png,site-1,train,1
COVID-1591.png,site-1,train,1
COVID-308.png,site-1,train,1
COVID-3071.png,site-1,train,1
COVID-592.png,site-1,train,1
COVID-3250.png,site-1,train,1
COVID-1750.png,site-1,train,1
COVID-1796.png,site-1,train,1
COVID-1231.png,site-1,train,1
COVID-3171.png,site-1,train,1
COVID-134.png,site-1,train,1
COVID-2306.png,site-1,train,1
COVID-1655.png,site-1,train,1
COVID-1174.png,site-1,train,1
COVID-3192.png,site-1,train,1
COVID-1278.png,site-1,train,1
COVID-1216.png,site-1,train,1
COVID-601.png,site-1,train,1
COVID-3574.png,site-1,train,1
COVID-3423.png,site-1,train,1
COVID-2189.png,site-1,train,1
COVID-203.png,site-1,train,1
COVID-66.png,site-1,train,1
COVID-2205.png,site-1,train,1
COVID-1246.png,site-1,train,1
COVID-902.png,site-1,train,1
COVID-2714.png,site-1,train,1
COVID-1144.png,site-1,train,1
COVID-1654.png,site-1,train,1
COVID-618.png,site-1,train,1
COVID-2644.png,site-1,train,1
COVID-1844.png,site-1,train,1
COVID-1681.png,site-1,train,1
COVID-1225.png,site-1,train,1
COVID-2199.png,site-1,train,1
COVID-2871.png,site-1,train,1
COVID-2683.png,site-1,train,1
COVID-2202.png,site-1,train,1
COVID-3151.png,site-1,train,1
COVID-285.png,site-1,train,1
COVID-449.png,site-1,train,1
COVID-2018.png,site-1,train,1
COVID-3386.png,site-1,train,1
COVID-871.png,site-1,train,1
COVID-191.png,site-1,train,1
